stock_code,年份,公司名称,评级日期,WindESG评级,ESG,管理实践得分,争议事件得分,E,S,治理得分,证监会行业,Wind行业
676,2021,智度股份,2021/8/1,BBB,5.6,3.21,2.38,0,1.99,8.75,互联网和相关服务,互联网软件与服务Ⅲ
677,2021,恒天海龙,2021/8/1,BB,5.49,2.68,2.81,1.29,4.31,5.68,化学纤维制造业,化工
678,2021,襄阳轴承,2021/8/1,BB,5.95,2.96,2.99,0,4.49,5.79,通用设备制造业,汽车零配件
679,2021,大连友谊,2021/8/1,B,4.86,1.86,3,0,0.38,6.21,零售业,多元化零售
680,2021,山推股份,2021/5/6,A,7.91,4.94,2.97,3.59,8.36,7.58,专用设备制造业,机械
681,2021,视觉中国,2021/8/1,BB,5.62,2.74,2.87,0,2.14,6.64,文化艺术业,媒体Ⅲ
682,2021,东方电子,2021/8/1,BB,5.07,2.07,3,0.08,2.49,6.15,软件和信息技术服务业,电气设备
683,2021,远兴能源,2021/8/1,BB,5.64,2.74,2.91,2.56,2.55,6.35,化学原料和化学制品制造业,化工
685,2021,中山公用,2021/8/1,BBB,5.96,3,2.96,2.7,3.22,6.86,水的生产和供应业,水务Ⅲ
686,2021,东北证券,2021/4/17,BB,5.37,2.94,2.43,0.34,2.68,7.43,资本市场服务,资本市场
687,2021,华讯方舟,2021/8/1,CCC,4.19,1.55,2.63,0,2.53,2.52,计算机、通信和其他电子设备制造业,航空航天与国防Ⅲ
688,2021,国城矿业,2021/8/1,BB,5.09,2.25,2.84,0.62,2.56,6.05,有色金属矿采选业,金属、非金属与采矿
690,2021,宝新能源,2021/2/10,A,7.34,4.34,3,4.13,8.93,5.44,电力、热力生产和供应业,电力Ⅲ
691,2021,亚太实业,2021/8/1,BBB,6.39,3.39,2.99,2.83,4.31,7.16,化学原料和化学制品制造业,化工
692,2021,惠天热电,2021/8/1,BB,4.94,2.51,2.42,0.97,4.03,5.48,电力、热力生产和供应业,复合型公用事业Ⅲ
695,2021,滨海能源,2021/8/1,B,4.96,2,2.96,0,1.83,6.5,印刷和记录媒介复制业,商业服务与用品
697,2021,炼石航空,2021/8/1,BB,5.33,2.58,2.74,0.56,2.05,7.09,铁路、船舶、航空航天和其他运输设备制造业,航空航天与国防Ⅲ
698,2021,沈阳化工,2021/8/1,BB,5.32,2.72,2.6,1.98,3.56,5.9,石油加工、炼焦和核燃料加工业,化工
700,2021,模塑科技,2021/8/1,BBB,5.83,3.2,2.63,2.16,4.56,5.61,汽车制造业,汽车零配件
701,2021,厦门信达,2021/5/4,A,7.18,4.21,2.96,2.24,5.28,8.33,批发业,贸易公司与工业品经销商Ⅲ
702,2021,正虹科技,2021/8/1,B,4.31,2.11,2.2,0,0.93,6.65,农副食品加工业,食品
703,2021,恒逸石化,2021/4/27,BB,5.71,2.74,2.96,1.66,2.84,6.93,化学纤维制造业,化工
705,2021,浙江震元,2021/8/1,BBB,6.51,3.56,2.95,4.27,2.42,7.8,批发业,医疗保健提供商与服务
707,2021,双环科技,2021/8/1,BBB,5.99,3.09,2.89,1.34,6.92,4.94,化学原料和化学制品制造业,化工
708,2021,中信泰富特钢,2021/3/9,BBB,6.61,3.73,2.88,3.14,5.32,7.1,黑色金属冶炼和压延加工业,金属、非金属与采矿
709,2021,河钢股份,2021/4/30,B,4.91,2.11,2.8,0.84,2.24,5.66,黑色金属冶炼和压延加工业,金属、非金属与采矿
710,2021,贝瑞基因,2021/8/1,BB,5.5,2.54,2.96,0,1.9,6.91,专业技术服务业,生物科技Ⅲ
711,2021,京蓝科技,2021/8/1,BB,4.94,2.55,2.39,0,2.6,6.23,土木工程建筑业,专业服务
712,2021,锦龙股份,2021/3/23,BB,5.84,2.87,2.97,0.34,2.43,7.45,资本市场服务,资本市场
713,2021,丰乐种业,2021/8/1,BB,5.88,2.9,2.97,2.72,2.21,6.57,农、林、牧、渔服务业,食品
715,2021,中兴商业,2021/8/1,BB,5.47,2.54,2.93,0,0.64,8.33,零售业,多元化零售
716,2021,黑芝麻,2021/8/1,B,4.33,1.89,2.44,0,1.15,5.73,食品制造业,食品
717,2021,中南股份,2021/8/1,BBB,6.65,3.78,2.87,3.15,6.23,6.21,黑色金属冶炼和压延加工业,金属、非金属与采矿
718,2021,苏宁环球,2021/4/16,B,4.71,1.83,2.88,0,0.73,5.39,房地产业,房地产管理和开发
719,2021,中原传媒,2021/6/29,B,4.84,1.84,3,0.71,0.7,5.21,新闻和出版业,媒体Ⅲ
720,2021,新能泰山,2021/8/1,B,4.82,1.85,2.96,0,0.55,5.63,房地产业,商业服务与用品
721,2021,西安饮食,2021/8/1,BB,5.27,2.54,2.73,0,1.28,6.2,餐饮业,酒店、餐馆与休闲Ⅲ
722,2021,湖南发展,2021/8/1,BB,5.64,2.67,2.96,0,3.04,6.67,电力、热力生产和供应业,独立电力生产商与能源贸易商Ⅲ
723,2021,美锦能源,2021/8/1,BB,5.31,2.43,2.88,1.57,1.55,6.34,石油加工、炼焦和核燃料加工业,石油、天然气与供消费用燃料
725,2021,京东方,2021/4/20,AA,7.94,5.09,2.85,5.24,7.23,8,计算机、通信和其他电子设备制造业,电子设备、仪器和元件
726,2021,鲁泰纺织,2021/4/7,A,7.5,4.77,2.72,5.11,8.19,6.53,纺织业,纺织品、服装与奢侈品
727,2021,冠捷科技,2021/8/1,BB,5.55,2.62,2.92,1.22,2.35,6.3,计算机、通信和其他电子设备制造业,电子设备、仪器和元件
728,2021,国元证券,2021/4/6,A,7.78,5.11,2.67,4.39,7.2,8.68,资本市场服务,资本市场
729,2021,燕京啤酒,2021/5/5,A,7.59,4.77,2.82,5.77,6.59,8.08,酒、饮料和精制茶制造业,饮料
731,2021,四川美丰,2021/8/1,BB,5.82,2.84,2.97,2.78,2.71,6.44,化学原料和化学制品制造业,化工
732,2021,泰禾集团,2021/5/7,CCC,3.59,1.55,2.04,1.23,1.3,3.41,房地产业,房地产管理和开发
733,2021,振华科技,2021/8/1,BB,5.73,2.74,2.99,1.34,2.62,6.35,计算机、通信和其他电子设备制造业,电子设备、仪器和元件
735,2021,罗牛山,2021/5/7,BB,5.9,3.09,2.8,2.36,4.26,6.01,畜牧业,食品
736,2021,中交地产,2021/8/1,BB,5.04,2.22,2.82,0,0.62,6.75,房地产业,房地产管理和开发
737,2021,北方铜业,2021/8/1,BB,5.26,2.34,2.92,1.43,1.95,6.3,化学原料和化学制品制造业,金属、非金属与采矿
738,2021,航发控制,2021/8/1,A,7.65,4.77,2.87,8.27,5.81,7.8,铁路、船舶、航空航天和其他运输设备制造业,航空航天与国防Ⅲ
739,2021,普洛药业,2021/8/1,BBB,6.59,3.61,2.97,3.97,3.54,7.44,医药制造业,制药
750,2021,国海证券,2021/3/27,BB,5.23,3.09,2.13,0.58,3.21,7.33,资本市场服务,资本市场
751,2021,锌业股份,2021/8/1,BB,4.99,2.09,2.91,2.16,1.25,5.72,有色金属冶炼和压延加工业,金属、非金属与采矿
752,2021,西藏发展,2021/8/1,BB,4.82,2.06,2.77,1.18,2.93,4.84,酒、饮料和精制茶制造业,饮料
753,2021,漳州发展,2021/4/24,BB,5.17,2.37,2.8,3.06,0.53,6.78,零售业,专营零售
755,2021,山西路桥,2021/8/1,B,5.03,2.06,2.98,1.19,0.9,6.52,道路运输业,交通基础设施
756,2021,新华制药,2021/4/7,A,7.64,4.68,2.96,6.48,6.77,6.75,医药制造业,制药
757,2021,浩物股份,2021/8/1,BBB,6.19,3.32,2.86,0,5.15,6.39,零售业,汽车零配件
758,2021,中色股份,2021/5/4,BB,5.59,2.66,2.93,2.05,3.38,5.69,有色金属矿采选业,金属、非金属与采矿
759,2021,中百集团,2021/8/1,BB,5.4,2.4,3,0.52,1.34,6.5,零售业,食品与主要用品零售Ⅲ
761,2021,本钢板材,2021/8/1,BB,5.41,2.46,2.95,0.39,3.33,6.21,黑色金属冶炼和压延加工业,金属、非金属与采矿
762,2021,西藏矿业,2021/4/28,BBB,5.85,3.16,2.69,4.74,3.17,5.93,黑色金属矿采选业,金属、非金属与采矿
766,2021,通化金马,2021/8/1,BBB,5.47,3.32,2.15,3.09,4.11,6.42,医药制造业,制药
767,2021,晋控电力,2021/8/1,B,5.16,2.36,2.8,0.88,2.39,5.5,电力、热力生产和供应业,电力Ⅲ
768,2021,中航西飞,2021/4/6,BB,5.66,2.74,2.92,5.23,2.53,5.47,铁路、船舶、航空航天和其他运输设备制造业,航空航天与国防Ⅲ
776,2021,广发证券,2021/4/6,A,7.7,5.22,2.48,6.76,6.27,8.93,资本市场服务,资本市场
777,2021,中核苏阀,2021/8/1,BBB,6.56,3.56,3,1.34,4.73,7.77,通用设备制造业,机械
778,2021,新兴铸管,2021/4/20,BB,5.79,3.04,2.75,3.82,2.95,6.41,金属制品业,金属、非金属与采矿
779,2021,甘咨询,2021/8/1,BB,5.69,2.72,2.97,0,3.65,5.49,专业技术服务业,专业服务
780,2021,平庄能源,2021/8/1,B,4.81,2.11,2.7,0,2.83,5.63,煤炭开采和洗选业,石油、天然气与供消费用燃料
782,2021,美达股份,2021/8/1,BBB,5.92,3.1,2.82,2.59,5.56,5.08,化学纤维制造业,化工
783,2021,长江证券,2021/5/7,BBB,5.87,3.28,2.6,2.36,2.82,7.56,资本市场服务,资本市场
785,2021,居然之家,2021/8/1,BB,5.44,2.49,2.95,0,1.92,6.67,商务服务业,多元化零售
786,2021,北新建材,2021/3/27,A,7.49,4.56,2.94,6.77,6.38,6.38,非金属矿物制品业,建材Ⅲ
788,2021,北大医药,2021/8/1,BB,5.4,2.42,2.97,0.71,3.11,5.14,医药制造业,医疗保健提供商与服务
789,2021,万年青,2021/8/1,BB,5.93,2.94,2.99,3.16,3.04,6.18,非金属矿物制品业,建材Ⅲ
790,2021,华神科技,2021/8/1,BB,5.36,2.42,2.95,1.72,3.65,4.43,医药制造业,制药
791,2021,甘肃能源,2021/8/1,BB,5.39,2.39,3,0,2.47,6.06,电力、热力生产和供应业,电力Ⅲ
792,2021,盐湖股份,2021/4/7,BBB,6.36,3.74,2.62,2.49,6.91,6.53,化学原料和化学制品制造业,化工
793,2021,华闻集团,2021/4/24,BB,5.53,2.63,2.9,1.41,2.23,5.93,新闻和出版业,媒体Ⅲ
795,2021,英洛华,2021/8/1,BB,5.05,2.53,2.53,0,3.31,6.85,非金属矿物制品业,金属、非金属与采矿
796,2021,凯撒旅业,2021/4/7,BB,5.41,2.65,2.76,0,1.7,6.16,商务服务业,酒店、餐馆与休闲Ⅲ
797,2021,中国武夷,2021/5/4,BBB,6.26,3.39,2.87,2.33,4.97,5.98,房地产业,房地产管理和开发
798,2021,中水渔业,2021/8/1,B,4.37,1.5,2.87,0,0.53,4.82,渔业,食品
799,2021,酒鬼酒,2021/8/1,BB,5.58,2.62,2.95,3.14,0.97,6.11,酒、饮料和精制茶制造业,饮料
800,2021,一汽解放,2021/4/7,A,7.1,4.13,2.97,6.32,5.38,6.28,汽车制造业,汽车
801,2021,四川九洲,2021/8/1,BB,5.05,2.08,2.97,0,1.13,6.34,计算机、通信和其他电子设备制造业,家庭耐用消费品
802,2021,北京文化,2021/8/1,B,4.22,1.82,2.4,0,2.22,3.48,广播、电视、电影和影视录音制作业,媒体Ⅲ
803,2021,山高环能,2021/8/1,B,4.46,1.64,2.82,0,1.99,4.83,生态保护和环境治理业,商业服务与用品
806,2021,银河生物,2021/8/1,B,4.58,2.02,2.56,0.98,3.19,4.34,电气机械和器材制造业,电气设备
807,2021,云铝股份,2021/3/30,BBB,5.94,3.04,2.9,1.17,4.78,6.36,有色金属冶炼和压延加工业,金属、非金属与采矿
809,2021,铁岭新城,2021/8/1,B,4.83,1.92,2.91,0.5,0.47,5.65,公共设施管理业,水务Ⅲ
810,2021,创维数字,2021/8/1,BB,5.48,2.48,3,5.93,1.32,6.46,计算机、通信和其他电子设备制造业,通信设备Ⅲ
811,2021,冰轮环境,2021/8/1,BB,5.1,2.69,2.41,1.71,3.1,6.01,通用设备制造业,机械
812,2021,陕西金叶,2021/8/1,B,4.62,1.92,2.7,0,2.32,5.66,印刷和记录媒介复制业,商业服务与用品
813,2021,德展健康,2021/8/1,BB,5.52,2.91,2.61,2.6,4.77,4.65,医药制造业,制药
815,2021,美利云,2021/5/6,BB,5.43,2.51,2.92,0.86,2.11,7.94,造纸和纸制品业,纸与林木产品
816,2021,智慧农业,2021/8/1,B,4.88,2,2.88,0.52,1.17,6.3,通用设备制造业,机械
818,2021,航锦科技,2021/8/1,BB,5.17,2.22,2.95,0.95,2.33,5.93,化学原料和化学制品制造业,化工
819,2021,岳阳兴长,2021/4/6,BB,5.63,2.63,3,2.14,2.6,6.27,石油加工、炼焦和核燃料加工业,化工
820,2021,神雾节能,2021/8/1,CCC,3.61,1.18,2.43,0,0.87,4.06,废弃资源综合利用业,商业服务与用品
821,2021,京山轻机,2021/8/1,BB,5.56,2.65,2.91,0,4.32,5.4,专用设备制造业,机械
822,2021,山东海化,2021/8/1,BB,5.53,2.56,2.97,1.84,2.89,5.99,化学原料和化学制品制造业,化工
823,2021,超声电子,2021/8/1,BBB,6.14,3.19,2.95,5.43,3.32,5.78,计算机、通信和其他电子设备制造业,电子设备、仪器和元件
825,2021,太钢不锈,2021/5/1,A,7.79,4.83,2.96,4.49,8.61,6.79,黑色金属冶炼和压延加工业,金属、非金属与采矿
826,2021,启迪环境,2021/5/6,BB,5.62,3.28,2.34,4.73,3.35,5.98,生态保护和环境治理业,商业服务与用品
828,2021,东莞控股,2021/8/1,B,4.88,1.88,3,0,1.6,6.11,道路运输业,交通基础设施
829,2021,天音控股,2021/8/1,BB,5.39,2.51,2.87,0.21,2.16,6.46,批发业,电子设备、仪器和元件
830,2021,鲁西化工,2021/8/1,BB,5.91,3.29,2.62,2.54,4.94,6.42,化学原料和化学制品制造业,化工
831,2021,中国稀土,2021/8/1,BB,5.48,2.69,2.79,0.89,3.95,6.08,有色金属冶炼和压延加工业,金属、非金属与采矿
833,2021,粤桂股份,2021/8/1,A,7.15,4.17,2.98,8.71,3.25,7.3,综合,综合类Ⅲ
835,2021,长城动漫,2021/8/1,CCC,4.08,1.56,2.52,0,0.34,4.79,互联网和相关服务,软件
836,2021,富通信息,2021/8/1,B,4.87,1.9,2.98,4.27,1.52,4.21,电气机械和器材制造业,通信设备Ⅲ
837,2021,秦川机床,2021/8/1,BB,5.71,2.79,2.93,0.52,3.28,6.91,通用设备制造业,机械
838,2021,财信发展,2021/8/1,BB,4.99,2.09,2.9,0,0.74,6.25,房地产业,房地产管理和开发
839,2021,中信国安,2021/5/7,BB,5.68,3.41,2.27,0.71,3.74,6.88,电信、广播电视和卫星传输服务,媒体Ⅲ
848,2021,承德露露,2021/8/1,BB,5.3,2.37,2.94,0.81,2.95,6.41,酒、饮料和精制茶制造业,饮料
850,2021,华茂股份,2021/8/1,BB,5.84,2.95,2.89,0.8,4.18,5.96,纺织业,纺织品、服装与奢侈品
851,2021,高鸿股份,2021/8/1,BB,5.78,2.83,2.95,0,3.7,5.11,零售业,专营零售
852,2021,石化机械,2021/8/1,BBB,6.37,3.38,2.99,3.86,6.7,4.37,专用设备制造业,能源设备与服务
856,2021,冀东装备,2021/8/1,BB,5.45,2.51,2.93,0,2.6,6.94,专用设备制造业,机械
858,2021,五粮液,2021/5/5,A,7.88,5.21,2.67,7.65,7.67,7.07,酒、饮料和精制茶制造业,饮料
859,2021,国风新材,2021/8/1,BBB,6.3,3.39,2.91,1.82,6.64,5.98,橡胶和塑料制品业,化工
860,2021,顺鑫农业,2021/4/21,BBB,6.18,3.52,2.66,3.99,5.09,6.1,酒、饮料和精制茶制造业,饮料
861,2021,海印股份,2021/5/6,BBB,6.35,3.51,2.83,0,6.59,6.38,商务服务业,房地产管理和开发
862,2021,银星能源,2021/8/1,B,4.77,2.02,2.75,0,2.97,4.47,电力、热力生产和供应业,独立电力生产商与能源贸易商Ⅲ
863,2021,三湘印象,2021/8/1,BB,5.22,2.35,2.87,0.5,0.7,6.87,房地产业,房地产管理和开发
868,2021,安凯客车,2021/8/1,BBB,6.57,3.62,2.95,2.81,5.86,5.65,汽车制造业,汽车
869,2021,张裕,2021/5/5,BB,5.44,2.66,2.78,1.87,2.58,6.63,酒、饮料和精制茶制造业,饮料
875,2021,吉电股份,2021/8/1,BB,5.47,2.6,2.87,0.56,3.56,5.61,电力、热力生产和供应业,电力Ⅲ
876,2021,新希望,2021/5/7,A,7.47,4.52,2.94,4.43,6.78,7.69,农副食品加工业,食品
877,2021,天山股份,2021/8/1,BBB,6.6,3.74,2.85,6.36,3.13,6.43,非金属矿物制品业,建材Ⅲ
878,2021,云南铜业,2021/4/6,BBB,6.29,3.43,2.86,4.56,4.98,5.07,有色金属冶炼和压延加工业,金属、非金属与采矿
880,2021,潍柴重机,2021/8/1,BB,5.78,2.83,2.95,1.39,4.05,5.62,通用设备制造业,机械
881,2021,中广核技,2021/5/7,BBB,6.1,3.12,2.99,0.71,4.96,6.21,化学原料和化学制品制造业,综合类Ⅲ
882,2021,华联股份,2021/8/1,BB,4.85,2.65,2.2,2.32,0.76,7.82,商务服务业,房地产管理和开发
883,2021,湖北能源,2021/5/6,BBB,6.86,3.99,2.87,2.52,6.69,6.8,电力、热力生产和供应业,电力Ⅲ
885,2021,城发环境,2021/8/1,BB,5.93,2.96,2.96,1.17,4.16,6.99,道路运输业,商业服务与用品
886,2021,海南高速,2021/8/1,BB,5.17,2.26,2.9,0,3.2,6.08,房地产业,房地产管理和开发
887,2021,中鼎股份,2021/8/1,BBB,6.32,3.43,2.89,0,6.15,5.76,橡胶和塑料制品业,汽车零配件
888,2021,峨眉旅游,2021/8/1,BBB,6.24,3.28,2.96,6.89,2.17,6.43,公共设施管理业,酒店、餐馆与休闲Ⅲ
889,2021,中嘉博创,2021/8/1,B,4.65,2.08,2.57,0,1.23,6.34,软件和信息技术服务业,通信设备Ⅲ
890,2021,法尔胜,2021/8/1,B,4.5,1.55,2.95,0.55,0.52,5.56,金属制品业,金属、非金属与采矿
892,2021,欢瑞世纪,2021/8/1,B,4.62,1.76,2.85,0,1.27,4.41,广播、电视、电影和影视录音制作业,媒体Ⅲ
893,2021,亚钾国际,2021/8/1,B,4.45,1.5,2.95,0.36,0.53,5.18,化学原料和化学制品制造业,化工
895,2021,双汇发展,2021/4/7,BBB,6.43,3.63,2.8,3.06,6.48,5.76,农副食品加工业,食品
897,2021,津滨发展,2021/8/1,BB,5.23,2.23,3,0,0.22,7.1,房地产业,房地产管理和开发
898,2021,鞍钢股份,2021/4/7,BBB,6.53,3.82,2.71,3.62,5.39,6.98,黑色金属冶炼和压延加工业,金属、非金属与采矿
899,2021,赣能股份,2021/8/1,BB,5.46,2.51,2.95,0.52,2.17,6.36,电力、热力生产和供应业,电力Ⅲ
900,2021,现代投资,2021/8/1,BB,5.26,2.31,2.95,0.69,2.76,6.13,道路运输业,交通基础设施
901,2021,航天科技,2021/8/1,BBB,6.78,3.8,2.98,0,6.14,7.05,汽车制造业,汽车零配件
902,2021,新洋丰,2021/8/1,BB,5.65,3,2.65,2.15,4.18,6.3,化学原料和化学制品制造业,化工
903,2021,云内动力,2021/8/1,BB,5.97,3.08,2.89,2.22,3.55,6.72,通用设备制造业,机械
905,2021,厦门港务,2021/8/1,BB,5.3,2.35,2.95,1.05,2.35,6.4,水上运输业,交通基础设施
906,2021,浙商中拓,2021/8/1,BBB,6.55,3.63,2.92,0.65,4.14,8.23,批发业,贸易公司与工业品经销商Ⅲ
908,2021,景峰医药,2021/8/1,BB,5.78,2.92,2.86,2.83,4.22,5.02,医药制造业,制药
909,2021,数源科技,2021/8/1,A,6.99,4.07,2.91,1.47,6.4,6.2,房地产业,贸易公司与工业品经销商Ⅲ
910,2021,大亚圣象,2021/8/1,BB,5.45,2.72,2.72,2.38,1.47,7.73,木材加工和木、竹、藤、棕、草制品业,纸与林木产品
911,2021,广农糖业,2021/8/1,BBB,6.05,3.1,2.95,2.48,3.36,6.59,农副食品加工业,食品
912,2021,泸天化,2021/8/1,BB,5.58,2.74,2.84,1.41,3.6,6.45,化学原料和化学制品制造业,化工
913,2021,钱江摩托,2021/8/1,BB,5.66,2.71,2.95,2.5,2.67,6.01,铁路、船舶、航空航天和其他运输设备制造业,汽车
915,2021,华特达因,2021/8/1,BB,5.6,2.6,3,0.32,4.85,4.94,医药制造业,制药
917,2021,电广传媒,2021/5/7,BB,5.86,2.86,3,0.71,2.43,6.6,电信、广播电视和卫星传输服务,媒体Ⅲ
918,2021,嘉凯城,2021/8/1,B,4.69,2.02,2.67,0,0.36,6.3,房地产业,房地产管理和开发
919,2021,金陵药业,2021/4/6,BBB,6.13,3.16,2.97,1.64,4.11,6.78,医药制造业,制药
920,2021,沃顿科技,2021/8/1,BB,5.74,2.83,2.9,1.34,5.68,5.01,化学原料和化学制品制造业,化工
921,2021,海信家电,2021/4/7,A,7.88,4.96,2.92,10,5.13,8.09,电气机械和器材制造业,家庭耐用消费品
922,2021,佳电股份,2021/8/1,BB,5.37,2.42,2.95,0.69,2.83,6.71,电气机械和器材制造业,电气设备
923,2021,河钢资源,2021/5/6,BB,5.22,2.43,2.79,0.89,2.7,6.45,黑色金属矿采选业,金属、非金属与采矿
925,2021,众合科技,2021/5/5,BBB,6.34,3.34,3,3.73,5.21,5.26,专用设备制造业,电气设备
926,2021,福星股份,2021/8/1,BB,4.88,2.23,2.65,1.01,0.84,6.13,房地产业,房地产管理和开发
927,2021,中国铁物,2021/4/22,BBB,6.19,3.28,2.91,1.58,3.84,6.99,批发业,贸易公司与工业品经销商Ⅲ
928,2021,中钢国际,2021/8/1,BB,5.71,2.77,2.94,1.41,3.65,6.41,土木工程建筑业,建筑与工程Ⅲ
929,2021,兰州黄河,2021/8/1,BB,5.72,2.76,2.96,2.3,2.76,6.44,酒、饮料和精制茶制造业,饮料
930,2021,中粮科技,2021/8/1,BB,5.65,2.65,3,1.96,3.22,5.95,化学原料和化学制品制造业,化工
931,2021,中关村,2021/8/1,BBB,6.05,3.08,2.97,2.97,3.43,6.23,医药制造业,制药
932,2021,华菱钢铁,2021/4/7,AA,8.16,5.19,2.97,6.29,7.96,7.66,黑色金属冶炼和压延加工业,金属、非金属与采矿
933,2021,神火煤电,2021/4/13,BB,5.87,3.13,2.74,2.14,4.73,6.02,有色金属冶炼和压延加工业,金属、非金属与采矿
935,2021,四川双马,2021/8/1,BBB,6.07,3.1,2.97,3.03,2.62,7.33,非金属矿物制品业,建材Ⅲ
936,2021,华西股份,2021/8/1,BB,5.24,2.32,2.92,0.59,1.61,7.28,化学纤维制造业,化工
937,2021,冀中能源,2021/5/6,BBB,5.4,3.93,1.48,3.53,6.52,6.73,煤炭开采和洗选业,石油、天然气与供消费用燃料
938,2021,紫光股份,2021/5/1,A,7.3,4.52,2.78,0.72,6.2,8.78,计算机、通信和其他电子设备制造业,电脑与外围设备
948,2021,南天信息,2021/8/1,BB,5.94,2.95,2.99,0,2.8,7.03,软件和信息技术服务业,信息技术服务
949,2021,新乡化纤,2021/8/1,BB,5.49,2.55,2.94,1.76,2.77,6.11,化学纤维制造业,化工
950,2021,重药控股,2021/5/4,A,7.1,4.16,2.94,3.68,4.04,8.7,批发业,医疗保健提供商与服务
951,2021,中国重汽,2021/8/1,B,4.48,1.98,2.5,1.62,1.7,4.91,汽车制造业,机械
952,2021,广济药业,2021/8/1,BBB,6.21,3.21,3,2.73,4.74,5.69,医药制造业,制药
953,2021,河化股份,2021/8/1,BB,5.54,2.56,2.97,1.06,3.84,5.83,医药制造业,化工
955,2021,欣龙控股,2021/8/1,BBB,6.14,3.27,2.87,0.8,5.45,5.95,纺织业,纺织品、服装与奢侈品
957,2021,中通客车,2021/8/1,BB,5.27,2.49,2.78,1.91,2.62,5.54,汽车制造业,汽车
958,2021,电投产融,2021/8/1,BB,5.27,2.94,2.33,0,3.42,5.68,其他金融业,复合型公用事业Ⅲ
959,2021,首钢股份,2021/5/6,BBB,6.23,3.46,2.76,1.76,5.14,7.27,黑色金属冶炼和压延加工业,金属、非金属与采矿
960,2021,锡业股份,2021/4/22,BBB,6.09,3.21,2.87,4.86,3.58,5.59,有色金属冶炼和压延加工业,金属、非金属与采矿
961,2021,中南建设,2021/5/4,BB,5.05,2.6,2.46,0.95,0.48,7.63,房地产业,房地产管理和开发
962,2021,东方钽业,2021/4/27,BBB,5.85,3.67,2.18,1.4,6.94,6.28,有色金属冶炼和压延加工业,金属、非金属与采矿
963,2021,华东医药,2021/4/28,AA,8.27,5.57,2.7,8.68,7.06,8.38,零售业,医疗保健提供商与服务
965,2021,天保基建,2021/8/1,BB,5,2.1,2.9,0.48,1.09,5.77,房地产业,房地产管理和开发
966,2021,长源电力,2021/8/1,BBB,6.23,3.3,2.94,2.61,4.97,5.73,电力、热力生产和供应业,电力Ⅲ
967,2021,盈峰环境,2021/8/1,BB,5.79,2.79,3,3.86,2.58,5.5,生态保护和环境治理业,商业服务与用品
